#CODE;ENGLISH;;;;;;;;;x 
AIREASON_TOO_OLD;§Y[GetTitledFirstName]§! is past childbearing age;;;;;;;;;x 
b_tintern;Tintern;;;;;;;;;x 
k_scotland;Scotland;;;;;;;;;x 
k_scotland_adj;Scottish;;;;;;;;;x 
d_galloway;Galloway;;;;;;;;;x 
c_galloway_adj;Gallowayan;;;;;;;;;x 
b_dumfries;Dumfries;;;;;;;;;x 
b_dunragit;Dunragit;;;;;;;;;x 
b_whithorn;Whithorn;;;;;;;;;x 
b_dunrod;Dunrod;;;;;;;;;x 
b_kirkcudbright;Kirkcudbright;;;;;;;;;x 
b_glenluce;Glenluce;;;;;;;;;x 
b_wigtown;Wigtown;;;;;;;;;x 
b_threave;Threave;;;;;;;;;x 
c_cumberland_adj;Cumberlander;;;;;;;;;x 
b_carlisle;Carlisle;;;;;;;;;x 
b_burgh;Burgh;;;;;;;;;x 
b_gilsland;Gilsland;;;;;;;;;x 
b_penrith;Penrith;;;;;;;;;x 
b_egremont;Egremont;;;;;;;;;x 
b_papcastlet;Papcastlet;;;;;;;;;x 
b_cockermouth;Cockermouth;;;;;;;;;x 
b_dacre;Dacre;;;;;;;;;x 
c_carrick_adj;Carrickian;;;;;;;;;x 
b_turnberry;Turnberry;;;;;;;;;x 
b_dunure;Dunure;;;;;;;;;x 
b_maybole;Maybole;;;;;;;;;x 
b_crossraguel;Crossraguel;;;;;;;;;x 
b_loch_doon;Loch Doon;;;;;;;;;x 
b_ballantrae;Ballantrae;;;;;;;;;x 
b_culzean;Culzean;;;;;;;;;x 
b_greenan;Greenan;;;;;;;;;x 
d_lothian;Lothian;;;;;;;;;x 
c_dunbar_adj;Dunbarian;;;;;;;;;x 
b_dunbar;Dunbar;;;;;;;;;x 
b_berwick;Berwick;;;;;;;;;x 
b_thirlestane;Thirlestane;;;;;;;;;x 
b_tyninghame;Tyninghame;;;;;;;;;x 
b_gordon;Gordon;;;;;;;;;x 
b_huntly;Huntly;;;;;;;;;x 
b_coldingham;Coldingham;;;;;;;;;x 
b_crichton;Crichton;;;;;;;;;x 
c_lothian_adj;Lothian;;;;;;;;;x 
b_edinburgh;Edinburgh;;;;;;;;;x 
b_stirling;Stirling;;;;;;;;;x 
b_abercorn;Abercorn;;;;;;;;;x 
b_linlithgow;Linlithgow;;;;;;;;;x 
b_falkirk;Falkirk;;;;;;;;;x 
b_stow_of_wedale;Stow of Wedale;;;;;;;;;x 
b_leith;Leith;;;;;;;;;x 
b_torphichen;Torphichen;;;;;;;;;x 
d_argyll;Argyll;;;;;;;;;x 
c_clydesdale_adj;Clydesdalish;;;;;;;;;x 
b_renfrew;Renfrew;;;;;;;;;x 
b_st_kentigern;St Kentigern;;;;;;;;;x 
b_glasgow;Glasgow;;;;;;;;;x 
b_lanark;Lanark;;;;;;;;;x 
b_cadzow;Cadzow;;;;;;;;;x 
b_bothwell;Bothwell;;;;;;;;;x 
b_lesmahagow;Lesmahagow;;;;;;;;;x 
b_dumbarton;Dumbarton;;;;;;;;;x 
c_argyll_adj;Argyllian;;;;;;;;;x 
b_st_moluag;St Moluag;;;;;;;;;x 
b_dunollie;Dunollie;;;;;;;;;x 
b_loch_awe;Loch Awe;;;;;;;;;x 
b_sween;Seen;;;;;;;;;x 
b_dunstaffnage;Dunstaffnage;;;;;;;;;x 
b_ardchattan;Ardchattan;;;;;;;;;x 
b_kilmun;Kilmun;;;;;;;;;x 
b_inverary;Inverary;;;;;;;;;x 
d_albany;Albany;;;;;;;;;x 
d_albany_adj;Albanite;;;;;;;;;x 
c_strathearn_adj;Strathearnian;;;;;;;;;x 
b_crieff;Crieff;;;;;;;;;x 
b_dunblane;Dunblane;;;;;;;;;x 
b_tullibardine;Tullibardine;;;;;;;;;x 
b_auchterarder;Auchterarder;;;;;;;;;x 
b_madderty;Madderty;;;;;;;;;x 
b_doune;Doune;;;;;;;;;x 
b_inchaffray;Inchaffray;;;;;;;;;x 
b_kenmore;Kenmore;;;;;;;;;x 
c_fife_adj;Fifenian;;;;;;;;;x 
b_dunfermline;Dunfermline;;;;;;;;;x 
b_cupar;Cupar;;;;;;;;;x 
b_st_andrews;St. Andrews;;;;;;;;;x 
b_kirkcaldy;Kirkcaldy;;;;;;;;;x 
b_kinross;Kinross;;;;;;;;;x 
b_leuchars;Leuchars;;;;;;;;;x 
b_lochore;Lochore;;;;;;;;;x 
b_falkland;Falkland;;;;;;;;;x 
c_atholl_adj;Athollian;;;;;;;;;x 
b_blair_atholl;Blair Atholl;;;;;;;;;x 
b_glen_dochart;Glen Dochart;;;;;;;;;x 
b_pitlochry;Pitlochry;;;;;;;;;x 
b_fortingall;Fortingall;;;;;;;;;x 
b_grandtully;Grandtully;;;;;;;;;x 
b_rannoch;Rannoch;;;;;;;;;x 
b_strathardle;Strathardle;;;;;;;;;x 
b_struan;Struan;;;;;;;;;x 
b_moulin;Moulin;;;;;;;;;x 
b_blair;Blair;;;;;;;;;x 
c_gowrie_adj;Gowrian;;;;;;;;;x 
b_scone;Scone;;;;;;;;;x 
b_dunkeld;Dunkeld;;;;;;;;;x 
b_perth;Perth;;;;;;;;;x 
b_forteviot;Forteviot;;;;;;;;;x 
b_dundee;Dundee;;;;;;;;;x 
b_abernethy;Abernethy;;;;;;;;;x 
b_clunie;Clunie;;;;;;;;;x 
b_errol;Errol;;;;;;;;;x 
c_buchan_adj;Buchanian;;;;;;;;;x 
b_aberdeen;Aberdeen;;;;;;;;;x 
b_banff;Banff;;;;;;;;;x 
b_deer;Deer;;;;;;;;;x 
b_kintore;Kintore;;;;;;;;;x 
b_inverurie;Inverurie;;;;;;;;;x 
b_fyvie;Fyvie;;;;;;;;;x 
b_ellon;Ellon;;;;;;;;;x 
b_st_machar;St Machar;;;;;;;;;x 
d_moray;Moray;;;;;;;;;x 
b_forres;Forres;;;;;;;;;x 
b_cawdor;Cawdor;;;;;;;;;x 
b_elgin;Elgin;;;;;;;;;x 
b_nairn;Nairn;;;;;;;;;x 
b_inverness;Inverness;;;;;;;;;x 
b_lochindorb;Lochindorb;;;;;;;;;x 
b_kinloss;Kinloss;;;;;;;;;x 
b_urquhart;Urquhart;;;;;;;;;x 
c_teviotdale_adj;Teviotdalian;;;;;;;;;x 
b_jedburgh;Jedburgh;;;;;;;;;x 
b_roxburgh;Roxburgh;;;;;;;;;x 
b_peebles;Annandale;;;;;;;;;x 
b_melrose;Melrose;;;;;;;;;x 
b_kelso;Kelso;;;;;;;;;x 
b_selkirk;Selkirk;;;;;;;;;x 
b_maxwell;Maxwell;;;;;;;;;x 
b_ednam;Ednam;;;;;;;;;x 
c_caithness_adj;Caithnessian;;;;;;;;;x 
b_wick;Wick;;;;;;;;;x 
b_dunbeath;Dunbeath;;;;;;;;;x 
b_dornoch;Dornoch;;;;;;;;;x 
b_thurso;Thurso;;;;;;;;;x 
b_dunrobin;Dunrobin;;;;;;;;;x 
b_freswick;Freswick;;;;;;;;;x 
b_golspie;Golspie;;;;;;;;;x 
b_latheron;Latheron;;;;;;;;;x 
d_the_isles;Man;;;;;;;;;x 
d_the_isles_adj;Manx;;;;;;;;;x 
c_ross_adj;Rossian;;;;;;;;;x 
b_avoch;Avoch;;;;;;;;;x 
b_dingwall;Dingwall;;;;;;;;;x 
b_rosemarkie;Rosemarkie;;;;;;;;;x 
b_fortrose;Fortrose;;;;;;;;;x 
b_fearn;Fearn;;;;;;;;;x 
b_tain;Tain;;;;;;;;;x 
b_cromarty;Cromarty;;;;;;;;;x 
b_applecross;Applecross;;;;;;;;;x 
c_innse_gall_adj;Hebridean;;;;;;;;;x 
b_snizort;Snizort;;;;;;;;;x 
b_finlaggan;Finlaggan;;;;;;;;;x 
b_iona;Iona;;;;;;;;;x 
b_stornoway;Stornoway;;;;;;;;;x 
b_laggan;Laggan;;;;;;;;;x 
b_dunvegan;Dunvegan;;;;;;;;;x 
b_dunyveg;Dunyveg;;;;;;;;;x 
b_uig;Uig;;;;;;;;;x 
c_isle_of_man_adj;Manx;;;;;;;;;x 
b_peel;Peel;;;;;;;;;x 
b_rushen;Rushen;;;;;;;;;x 
b_maughold;Maughold;;;;;;;;;x 
b_douglas;Douglas;;;;;;;;;x 
b_kirk_michael;Kirk Michael;;;;;;;;;x 
b_sulby;Sulby;;;;;;;;;x 
b_inis_patraic;Inis Patraic;;;;;;;;;x 
b_laxey;Laxey;;;;;;;;;x 
k_ireland;Ireland;;;;;;;;;x 
k_ireland_adj;Irish;;;;;;;;;x 
d_ulster;Ulster;;;;;;;;;x 
c_tyrone_adj;Tir Eoghainian;;;;;;;;;x 
b_coleraine;Coleraine;;;;;;;;;x 
b_dungannon;Dungannon;;;;;;;;;x 
b_aileach;Aileach;;;;;;;;;x 
b_maghera;Maghera;;;;;;;;;x 
b_derry;Derry;;;;;;;;;x 
b_omagh;Omagh;;;;;;;;;x 
b_tullyhogue;Tullyhogue;;;;;;;;;x 
b_dungiven;Dungiven;;;;;;;;;x 
c_tyrconnell_adj;Tyrconnellian;;;;;;;;;x 
b_gartan;Gartan;;;;;;;;;x 
b_moville;Moville;;;;;;;;;x 
b_raphoe;Raphoe;;;;;;;;;x 
b_fahan;Fahan;;;;;;;;;x 
b_donegal;Donegal;;;;;;;;;x 
b_ballyshannon;Ballyshannon;;;;;;;;;x 
b_kilmacrenan;Kilmacrenan;;;;;;;;;x 
b_ballymacswiney;Ballymacswiney;;;;;;;;;x 
c_ulster_adj;Ulsterian;;;;;;;;;x 
b_downpatrick;Downpatrick;;;;;;;;;x 
b_dunseverick;Dunseverick;;;;;;;;;x 
b_bangor;Bangor;;;;;;;;;x 
b_carrickfergus;Carrickfergus;;;;;;;;;x 
b_connor;Connor;;;;;;;;;x 
b_dromore;Dromore;;;;;;;;;x 
b_larne;Larne;;;;;;;;;x 
b_dunluce;Dunluce;;;;;;;;;x 
d_connacht;Connacht;;;;;;;;;x 
c_oriel_adj;Orielian;;;;;;;;;x 
b_clones;Clones;;;;;;;;;x 
b_armagh;Armagh;;;;;;;;;x 
b_dundalk;Dundalk;;;;;;;;;x 
b_clogher;Clogher;;;;;;;;;x 
b_drogheda;Drogheda;;;;;;;;;x 
b_monaghan;Monaghan;;;;;;;;;x 
b_olouth;Louth;;;;;;;;;x 
b_ardee;Ardee;;;;;;;;;x 
c_breifne_adj;Breifnian;;;;;;;;;x 
b_dromahair;Dromahair;;;;;;;;;x 
b_kilmore;Kilmore;;;;;;;;;x 
b_cavan;Cavan;;;;;;;;;x 
b_longford;Longford;;;;;;;;;x 
b_ardagh;Ardagh;;;;;;;;;x 
b_leitrim;Leitrim;;;;;;;;;x 
b_drumcliffe;Drumcliffe;;;;;;;;;x 
b_kells;Kells;;;;;;;;;x 
c_connacht_adj;Connachtian;;;;;;;;;x 
b_galway;Galway;;;;;;;;;x 
b_elphin;Elphin;;;;;;;;;x 
b_tuam;Tuam;;;;;;;;;x 
b_clonfert;Clonfert;;;;;;;;;x 
b_roscommon;Roscommon;;;;;;;;;x 
b_mayo;Mayo;;;;;;;;;x 
b_killala;Killala;;;;;;;;;x 
b_anchory;Anchory;;;;;;;;;x 
d_meath;Meath;;;;;;;;;x 
c_kildare_adj;Kildarian;;;;;;;;;x 
b_knockaulin;Knockaulin;;;;;;;;;x 
b_athlone;Athlone;;;;;;;;;x 
b_kildare;Kildare;;;;;;;;;x 
b_maynooth;Maynooth;;;;;;;;;x 
b_st_brigit;St Brigit;;;;;;;;;x 
b_rathangan;Rathangan;;;;;;;;;x 
b_durrow;Durrow;;;;;;;;;x 
b_clonard;Clonard;;;;;;;;;x 
c_dublin_adj;Dubliner;;;;;;;;;x 
b_ath_cliath;Ath Cliath;;;;;;;;;x 
b_christ_church;Christ Church;;;;;;;;;x 
b_dublin;Dublin;;;;;;;;;x 
b_clondalkin;Clondalkin;;;;;;;;;x 
b_finglas;Finglas;;;;;;;;;x 
b_wicklow;Wicklow;;;;;;;;;x 
b_mellifont;Mellifont;;;;;;;;;x 
b_trim;Trim;;;;;;;;;x 
d_leinster;Leinster;;;;;;;;;x 
c_ossory_adj;Ossoryan;;;;;;;;;x 
b_kilkenny;Kilkenny;;;;;;;;;x 
b_gowran;Gowran;;;;;;;;;x 
b_clonmacnoise;Clonmacnoise;;;;;;;;;x 
b_aghaboe;Aghaboe;;;;;;;;;x 
b_jerpoint;Jerpoint;;;;;;;;;x 
b_callan;Callan;;;;;;;;;x 
b_grennan;Grennan;;;;;;;;;x 
b_grannagh;Grannagh;;;;;;;;;x 
c_leinster_adj;Leinsterian;;;;;;;;;x 
b_wexford;Wexford;;;;;;;;;x 
b_leighlin;Leighlin;;;;;;;;;x 
b_arklow;Arklow;;;;;;;;;x 
b_carlow;Carlow;;;;;;;;;x 
b_ferns;Ferns;;;;;;;;;x 
b_glendalough;Glendalough;;;;;;;;;x 
b_naas;Naas;;;;;;;;;x 
b_enniscorthy;Enniscorthy;;;;;;;;;x 
d_munster;Munster;;;;;;;;;x 
b_munster;Münster;;;;;;;;;x 
b_dortmund;Dortmund;;;;;;;;;x 
b_essen;Essen;;;;;;;;;x 
b_greven;Greven;;;;;;;;;x 
b_gutersloh;Gütersloh;;;;;;;;;x 
b_steinfurt;Steinfurt;;;;;;;;;x 
b_gronau;Gronau;;;;;;;;;x 
b_ahlen;Ahlen;;;;;;;;;x 
c_thomond_adj;Thomondian;;;;;;;;;x 
b_limerick;Limerick;;;;;;;;;x 
b_bunratty;Bunratty;;;;;;;;;x 
b_killaloe;Killaloe;;;;;;;;;x 
b_emly;Emly;;;;;;;;;x 
b_ennis;Ennis;;;;;;;;;x 
b_kilfenora;Kilfenora;;;;;;;;;x 
b_askeaton;Askeaton;;;;;;;;;x 
b_adare;Adare;;;;;;;;;x 
c_ormond_adj;Ormondian;;;;;;;;;x 
b_waterford;Waterford;;;;;;;;;x 
b_cahir;Cahir;;;;;;;;;x 
b_cashel;Cashel;;;;;;;;;x 
b_clonmel;Clonmel;;;;;;;;;x 
b_lismore;Lismore;;;;;;;;;x 
b_roscrea;Roscrea;;;;;;;;;x 
b_nenagh;Nenagh;;;;;;;;;x 
b_fethard;Fethard;;;;;;;;;x 
c_desmond_adj;Desmondian;;;;;;;;;x 
b_cork;Cork;;;;;;;;;x 
b_dunasead;Dunasead;;;;;;;;;x 
b_ross;Ross;;;;;;;;;x 
b_youghal;Youghal;;;;;;;;;x 
b_ardfert;Ardfert;;;;;;;;;x 
b_cloyne;Cloyne;;;;;;;;;x 
b_fermoy;Fermoy;;;;;;;;;x 
b_blarney;Blarney;;;;;;;;;x 
k_norway;Norway;;;;;;;;;x 
k_norway_adj;Norwegian;;;;;;;;;x 
d_iceland;Iceland;;;;;;;;;x 
d_iceland_adj;Icelandic;;;;;;;;;x 
c_vestisland_adj;West Icelandic;;;;;;;;;x 
b_reykjavik;Reykjavik;;;;;;;;;x 
b_alftanes;Alftanes;;;;;;;;;x 
b_skalholt;Skalholt;;;;;;;;;x 
b_pingvellir;Thingvellir;;;;;;;;;x 
b_kjalarnes;Kjalarnes;;;;;;;;;x 
b_hlidarendi;Hlidarendi;;;;;;;;;x 
b_hvamm;Hvamm;;;;;;;;;x 
b_borg;Borg;;;;;;;;;x 
c_austisland_adj;East Icelandic;;;;;;;;;x 
b_husavik;Husavik;;;;;;;;;x 
b_hrisey;Hrisey;;;;;;;;;x 
b_holar;Holar;;;;;;;;;x 
b_glaumbaer;Glaumbaer;;;;;;;;;x 
b_valpjotstadur;Valþjotstadur;;;;;;;;;x 
b_akureyri;Akureyri;;;;;;;;;x 
b_kirkjubaer;Kirkjubaer;;;;;;;;;x 
b_goddalir;Goddalir;;;;;;;;;x 
d_orkney;Orkney;;;;;;;;;x 
d_orkney_adj;Orknian;;;;;;;;;x 
c_faereyar_adj;Fairy;;;;;;;;;x 
b_skansin;Skansin;;;;;;;;;x 
b_torshavn;Torshavn;;;;;;;;;x 
b_kirkjubour;Kirkjubour;;;;;;;;;x 
b_funningur;Funningur;;;;;;;;;x 
b_kvivik;Kvivik;;;;;;;;;x 
b_sandur;Sandur;;;;;;;;;x 
b_klaksvik;Klaksvik;;;;;;;;;x 
b_hov;Hov;;;;;;;;;x 
c_shetland_adj;Shetlander;;;;;;;;;x 
b_scalloway;Scalloway;;;;;;;;;x 
b_muness;Muness;;;;;;;;;x 
b_tingwall;Tingwall;;;;;;;;;x 
b_cunningsburgh;Cunningsburgh;;;;;;;;;x 
b_sumburgh;Sumburgh;;;;;;;;;x 
b_northmavine;Northmavine;;;;;;;;;x 
b_sound;Sound;;;;;;;;;x 
b_yell;Yell;;;;;;;;;x 
c_orkney_adj;Orcadians;;;;;;;;;x 
b_kirkwall;Kirkwall;;;;;;;;;x 
b_birsay;Birsay;;;;;;;;;x 
b_orphir;Orphir;;;;;;;;;x 
b_westray;Westray;;;;;;;;;x 
b_wyre;Wyre;;;;;;;;;x 
b_egilsay;Egilsay;;;;;;;;;x 
b_sanday;Sanday;;;;;;;;;x 
b_ronaldsay;Ronaldsay;;;;;;;;;x 
d_vestlandet;Vestlandet;;;;;;;;;x 
d_vestlandet_adj;Vestlander;;;;;;;;;x 
c_agder_adj;Agderian;;;;;;;;;x 
b_iveland;Iveland;;;;;;;;;x 
b_flekkefjord;Flekkefjord;;;;;;;;;x 
b_hylestad;Hylestad;;;;;;;;;x 
b_grimstad;Grimstad;;;;;;;;;x 
b_visedal;Visedal;;;;;;;;;x 
b_horga;Horga;;;;;;;;;x 
b_holt;Holt;;;;;;;;;x 
b_sirdal;Sirdal;;;;;;;;;x 
c_rogaland_adj;Rogalander;;;;;;;;;x 
b_eikundarsund;Eikundersund;;;;;;;;;x 
b_stavanger;Stavanger;;;;;;;;;x 
b_roldal;Roldal;;;;;;;;;x 
b_naerbo;Nærbø;;;;;;;;;x 
b_klepp;Klepp;;;;;;;;;x 
b_bygdeborg;Bygdeborg;;;;;;;;;x 
b_hesby;Hesby;;;;;;;;;x 
b_jonegarden;Jonegarden;;;;;;;;;x 
c_telemark_adj;Telemarkian;;;;;;;;;x 
b_skien;Skien;;;;;;;;;x 
b_eidsborg;Eidsborg;;;;;;;;;x 
b_fredriksten;Fredriksten;;;;;;;;;x 
b_hitterdals;Hitterdals;;;;;;;;;x 
b_seljord;Seljord;;;;;;;;;x 
b_fyresdal;Fyresdal;;;;;;;;;x 
b_grenland;Grenland;;;;;;;;;x 
b_gimsoy;Gimsøy;;;;;;;;;x 
c_bergenshus_adj;Bergenian;;;;;;;;;x 
b_bergenhus;Bergenhus;;;;;;;;;x 
b_kinsarvik;Kinsarvik;;;;;;;;;x 
b_bergen;Bergen;;;;;;;;;x 
b_vik;Vik;;;;;;;;;x 
b_hove;Hove;;;;;;;;;x 
b_aurland;Aurland;;;;;;;;;x 
b_ask;Ask;;;;;;;;;x 
b_fedje;Fedje;;;;;;;;;x 
d_ostlandet;Ostlandet;;;;;;;;;x 
d_ostlandet_adj;Ostlander;;;;;;;;;x 
c_vestfold_adj;Vestfolder;;;;;;;;;x 
b_kaupang;Kaupang;;;;;;;;;x 
b_skiringssal;Skiringssal;;;;;;;;;x 
b_uvdal;Uvdal;;;;;;;;;x 
b_nore;Nore;;;;;;;;;x 
b_tonsberg;Tønsberg;;;;;;;;;x 
b_arendall;Arendall;;;;;;;;;x 
b_re;Re;;;;;;;;;x 
b_horten;Horten;;;;;;;;;x 
c_akershus_adj;Akerian;;;;;;;;;x 
b_akershus;Akershus;;;;;;;;;x 
b_oslo;Oslo;;;;;;;;;x 
b_bergheim;Bergheim;;;;;;;;;x 
b_eidsvoll;Eidsvoll;;;;;;;;;x 
b_nes;Nes;;;;;;;;;x 
b_isegran;Isegran;;;;;;;;;x 
b_jessheim;Jessheim;;;;;;;;;x 
b_baerum;Bærum;;;;;;;;;x 
c_oppland_adj;Opplander;;;;;;;;;x 
b_lillehammer;Lillehammer;;;;;;;;;x 
b_dovre;Dovre;;;;;;;;;x 
b_favang;Fåvang;;;;;;;;;x 
b_lom;Lom;;;;;;;;;x 
b_oyer;Øyer;;;;;;;;;x 
b_slidre;Slidre;;;;;;;;;x 
b_flesberg;Flesberg;;;;;;;;;x 
b_garmo;Garmo;;;;;;;;;x 
d_trondelag;Trøndelag;;;;;;;;;x 
d_trondelag_adj;Trondish;;;;;;;;;x 
c_hedmark_adj;Hedmarkian;;;;;;;;;x 
b_hamarhus;Hamarhus;;;;;;;;;x 
b_elverum;Elverum;;;;;;;;;x 
b_hamar;Hamar;;;;;;;;;x 
b_kongsvinger;Kongsvinger;;;;;;;;;x 
b_vang;Vang;;;;;;;;;x 
b_loten;Løten;;;;;;;;;x 
b_stange;Stange;;;;;;;;;x 
b_eidskog;Eidskog;;;;;;;;;x 
c_trondelag_adj;Trondelagian;;;;;;;;;x 
b_nidaros;Nidaros;;;;;;;;;x 
b_trondheim;Trondheim;;;;;;;;;x 
b_audunborg;Audunborg;;;;;;;;;x 
b_steinvikholm;Steinvikholm;;;;;;;;;x 
b_sverresborg;Sverresborg;;;;;;;;;x 
b_borgund;Borgund;;;;;;;;;x 
b_austrått;Austrått;;;;;;;;;x 
b_haltålen;Haltålen;;;;;;;;;x 
c_naumadal_adj;Naumadalian;;;;;;;;;x 
b_tinghaugen;Tinghaugen;;;;;;;;;x 
b_lade;Lade;;;;;;;;;x 
b_logtun;Logtun;;;;;;;;;x 
b_levanger;Levanger;;;;;;;;;x 
b_hegra;Hegra;;;;;;;;;x 
b_maere;Mære;;;;;;;;;x 
b_leksvik;Leksvik;;;;;;;;;x 
b_halsstein;Halsstein;;;;;;;;;x 
c_halogaland_adj;Hålogalander;;;;;;;;;x 
b_somna;Sømna;;;;;;;;;x 
b_bindal;Bindal;;;;;;;;;x 
b_veiga;Veiga;;;;;;;;;x 
b_brunnoy;Brunnøy;;;;;;;;;x 
b_hattfjelldalen;Hattfjelldalen;;;;;;;;;x 
b_lein;Lein;;;;;;;;;x 
b_mosjoen;Mosjøen;;;;;;;;;x 
b_alstahaug;Alstahaug;;;;;;;;;x 
c_finnmark_adj;Finnmarkian;;;;;;;;;x 
b_varghoeya;Varghoeya;;;;;;;;;x 
b_vardohus;Vardøhus;;;;;;;;;x 
b_ostervagen;Østervåge;;;;;;;;;x 
b_malangen;Malangen;;;;;;;;;x 
b_hammerfest;Hammerfest;;;;;;;;;x 
b_karsloy;Karlsøy;;;;;;;;;x 
b_piselvnes;Piselvnes;;;;;;;;;x 
b_tromso;Tromsø;;;;;;;;;x 
c_nordland_adj;Nordlander;;;;;;;;;x 
b_rost;Røst;;;;;;;;;x 
b_kabelvag;Kabelvåg;;;;;;;;;x 
b_bodo;Bodø;;;;;;;;;x 
b_narvik;Narvik;;;;;;;;;x 
b_rodoy;Rødøy;;;;;;;;;x 
b_andenes;Andenes;;;;;;;;;x 
b_beiarn;Beiarn;;;;;;;;;x 
b_harstad;Harstad;;;;;;;;;x 
d_jamtland;Jämtland;;;;;;;;;x 
d_jamtland_adj;Jamtlandic;;;;;;;;;x 
c_jamtland_adj;Jamtlandic;;;;;;;;;x 
b_mjalleborgen;Mjälleborgen;;;;;;;;;x 
b_husan;Husån;;;;;;;;;x 
b_vasterhus;Västerhus;;;;;;;;;x 
c_herjedalen_adj;Herjedalian;;;;;;;;;x 
b_sveg;Sveg;;;;;;;;;x 
b_hogvalen;Högvålen;;;;;;;;;x 
b_tannas;Tännäs;;;;;;;;;x 
k_bohemia;Bohemia;;;;;;;;;x 
k_bohemia_adj;Bohemian;;;;;;;;;x 
d_bohemia;Bohemia;;;;;;;;;x 
d_bohemia_adj;Bohemian;;;;;;;;;x 
c_domazlice_adj;Domazlician;;;;;;;;;x 
b_cheb;Cheb;;;;;;;;;x 
b_kladruby;Kladruby;;;;;;;;;x 
b_tachov;Tachov;;;;;;;;;x 
b_domazlice;Domazlice;;;;;;;;;x 
b_hohenfurth;Hohenfurth;;;;;;;;;x 
b_rosenberg;Rosenberg;;;;;;;;;x 
b_goldenkron;Golden Kron;;;;;;;;;x 
b_susice;Susice;;;;;;;;;x 
c_praha_adj;Pragian;;;;;;;;;x 
b_praha;Praha;;;;;;;;;x 
b_brevnov;Brevnov;;;;;;;;;x 
b_kuttenberg;Kuttenberg;;;;;;;;;x 
b_karlstein;Karlstein;;;;;;;;;x 
b_slany;Slany;;;;;;;;;x 
b_kolin;Kolin;;;;;;;;;x 
b_stare_mesto;Stare Mesto;;;;;;;;;x 
b_zbraslav;Zbraslav;;;;;;;;;x 
c_boleslav_adj;Boleslavian;;;;;;;;;x 
b_glatz;Glatz;;;;;;;;;x 
b_nachod;Nachod;;;;;;;;;x 
b_hradiste;Hradiste;;;;;;;;;x 
b_jicin;Jicin;;;;;;;;;x 
b_trutnov;Trutnov;;;;;;;;;x 
b_kamieniec;Kamieniec;;;;;;;;;x 
b_jaromer;Jaromer;;;;;;;;;x 
b_turnov;Turnov;;;;;;;;;x 
c_litomerice_adj;Litomerician;;;;;;;;;x 
b_usti;Usti;;;;;;;;;x 
b_zatec;Zatec;;;;;;;;;x 
b_jachymov;Jachymov;;;;;;;;;x 
b_kadan;Kadan;;;;;;;;;x 
b_ceskalipa;Ceska Lipa;;;;;;;;;x 
b_duchcov;Duchcov;;;;;;;;;x 
b_chomutov;Chomutov;;;;;;;;;x 
b_osek;Osek;;;;;;;;;x 
c_plzen_adj;Plzenian;;;;;;;;;x 
b_plzen;Plzen;;;;;;;;;x 
b_stribo;Stribo;;;;;;;;;x 
b_rokycany;Rokycany;;;;;;;;;x 
b_plasy;Plasy;;;;;;;;;x 
b_pomuk;Pomuk;;;;;;;;;x 
b_budejovice;Budejovice;;;;;;;;;x 
b_pisek;Pisek;;;;;;;;;x 
b_sobeslav;Sobeslav;;;;;;;;;x 
d_moravia;Moravia;;;;;;;;;x 
d_moravia_adj;Moravian;;;;;;;;;x 
c_hradec_adj;Hradecian;;;;;;;;;x 
b_hradeckralove;Hradec Kralove;;;;;;;;;x 
b_pardubice;Pardubice;;;;;;;;;x 
b_litomysl;Litomysl;;;;;;;;;x 
b_zamberk;Zamberk;;;;;;;;;x 
b_policka;Policka;;;;;;;;;x 
b_jihlava;Jihlava;;;;;;;;;x 
b_pelhrimov;Pelhrimov;;;;;;;;;x 
b_chrudim;Chrudim;;;;;;;;;x 
c_olomouc_adj;Olomoucian;;;;;;;;;x 
b_opava;Opava;;;;;;;;;x 
b_olomouc;Olomouc;;;;;;;;;x 
b_sternberk;Sternberk;;;;;;;;;x 
b_boskovice;Boskovice;;;;;;;;;x 
b_zabreh;Zabreh;;;;;;;;;x 
b_moravskatrebova;Moravska Trebova;;;;;;;;;x 
b_zdar;Zdar;;;;;;;;;x 
b_unicov;Unicov;;;;;;;;;x 
c_brno_adj;Brünnian;;;;;;;;;x 
b_ostrava;Ostrava;;;;;;;;;x 
b_prerov;Prerov;;;;;;;;;x 
b_velehrad;Velehrad;;;;;;;;;x 
b_wisowitz;Wisowitz;;;;;;;;;x 
b_uherskebrod;Uhersky Brod;;;;;;;;;x 
b_uherskehradiste;Uherske Hradiste;;;;;;;;;x 
b_kromeriz;Kromeriz;;;;;;;;;x 
b_zlin;Zlin;;;;;;;;;x 
d_abbasid;Abbasid;;;;;;;;;x 
d_arabs;Arabs;;;;;;;;;x 
d_arabs_adj;Arabian;;;;;;;;;x 
d_assassin;Assassin;;;;;;;;;x 
d_balearic;Balearic;;;;;;;;;x 
d_belgrade;Belgrade;;;;;;;;;x 
d_belgrade_adj;Belgradian;;;;;;;;;x 
d_bergen;Bergen;;;;;;;;;x 
d_bordeaux;Bordeaux;;;;;;;;;x 
d_braganza;Braganza;;;;;;;;;x 
d_braganza_adj;Braganzan;;;;;;;;;x 
d_butrinto;Butrinto;;;;;;;;;x 
d_butrinto_adj;Butrintian;;;;;;;;;x 
d_campania;Campania;;;;;;;;;x 
